# Potassio (K) - saggio alla fiamma, USB2000 S/N USB2G16606
# registrazione: fk_usb2000_spettrogramma_20260921_162948
# selezione: media delle 8 righe piu intense in 760-775 nm (su 25, 6 scartate per taglio nella finestra)
# integrazione: 200 ms · rumore: 0.22 conteggi
# fondo strumentale sottratto; punte di 1-2 pixel rimosse
# cancellato Na a 589 nm +-5 nm (c'era un picco da 26 conteggi)
wavelength_nm,intensity_counts
634.008,1.19575
634.341,1.18575
634.674,1.03075
635.007,1.15075
635.339,0.82575
635.672,0.94075
636.005,0.74075
636.337,0.77575
636.670,0.73075
637.002,1.00075
637.334,0.99575
637.667,0.98575
637.999,1.01575
638.331,0.78075
638.664,0.45575
638.996,0.22575
639.328,0.34075
639.660,0.54075
639.992,1.03075
640.324,1.58075
640.656,0.92575
640.988,0.81075
641.320,0.57075
641.652,0.83075
641.983,0.86575
642.315,0.70075
642.647,0.80075
642.978,0.71075
643.310,1.17575
643.641,0.97575
643.973,0.88075
644.304,1.06075
644.636,0.53075
644.967,0.43075
645.298,0.33075
645.630,0.70575
645.961,1.07575
646.292,0.52575
646.623,1.02075
646.954,0.45575
647.285,0.50575
647.616,1.42575
647.947,1.39575
648.278,0.75575
648.609,1.20075
648.940,1.05575
649.270,0.75075
649.601,0.54575
649.932,0.67575
650.262,0.60075
650.593,1.35075
650.923,1.13075
651.254,0.72075
651.584,0.46075
651.915,0.53075
652.245,0.97575
652.575,1.03775
652.905,1.25575
653.236,0.92575
653.566,1.15575
653.896,1.47075
654.226,1.03075
654.556,1.05075
654.886,0.55075
655.216,0.94075
655.546,1.12575
655.875,1.00075
656.205,0.73075
656.535,0.98075
656.865,1.28075
657.194,1.15075
657.524,1.05575
657.853,0.95075
658.183,0.85575
658.512,1.01575
658.842,0.47575
659.171,0.59575
659.500,0.80575
659.830,1.11575
660.159,1.04575
660.488,0.40075
660.817,0.65575
661.146,0.68575
661.475,0.71575
661.804,1.14875
662.133,1.04975
662.462,0.85975
662.791,0.57575
663.120,0.69575
663.448,0.69075
663.777,0.73075
664.106,0.82575
664.434,0.72075
664.763,0.87575
665.091,0.70575
665.420,0.55575
665.748,0.38075
666.077,0.23575
666.405,0.47075
666.733,1.05075
667.062,0.76575
667.390,0.76075
667.718,0.66575
668.046,0.27075
668.374,0.48075
668.702,0.68075
669.030,0.92075
669.358,1.41575
669.686,3.06575
670.014,3.34950
670.341,4.11075
670.669,3.49075
670.997,3.04075
671.324,1.96575
671.652,1.60575
671.980,1.48075
672.307,1.04575
672.634,1.19575
672.962,0.95575
673.289,0.46575
673.616,-0.24425
673.944,0.23075
674.271,0.47575
674.598,0.77575
674.925,0.65075
675.252,0.38075
675.579,0.95575
675.906,0.75575
676.233,1.06575
676.560,0.97075
676.887,1.42575
677.214,1.06075
677.540,0.50075
677.867,0.30075
678.194,-0.34925
678.520,-0.21925
678.847,0.18075
679.173,0.30575
679.500,0.40575
679.826,0.31075
680.153,0.59575
680.479,0.68075
680.805,0.80575
681.131,0.79575
681.458,0.54075
681.784,0.58075
682.110,0.49075
682.436,0.96575
682.762,0.72975
683.088,0.82075
683.414,0.77075
683.740,0.97075
684.065,0.94575
684.391,0.93075
684.717,0.40575
685.042,0.75575
685.368,0.47575
685.694,0.55575
686.019,0.49575
686.345,0.85575
686.670,0.59075
686.995,0.51075
687.321,0.23075
687.646,0.20575
687.971,0.05575
688.296,0.78075
688.622,0.92575
688.947,0.85075
689.272,0.69575
689.597,0.43075
689.922,0.59075
690.247,0.78075
690.572,0.83075
690.896,0.95075
691.221,1.19075
691.546,1.01575
691.870,0.64075
