# Litio (Li) - saggio alla fiamma, USB2000 S/N USB2G16606
# registrazione: nightli_usb2000_spettrogramma_20260921_231929
# selezione: media delle 2 righe piu intense in 665-675 nm (su 14, 4 scartate per taglio nella finestra)
# integrazione: 800 ms · rumore: 0.89 conteggi
# fondo strumentale sottratto; punte di 1-2 pixel rimosse
# cancellato Na a 589 nm +-5 nm (c'era un picco da 8 conteggi)
# cancellato K a 768 nm +-7 nm (c'era un picco da 10 conteggi)
wavelength_nm,intensity_counts
626.675,2.44800
627.008,2.96300
627.342,3.32800
627.676,1.61300
628.010,3.09300
628.343,4.17300
628.677,1.54800
629.010,1.58800
629.344,3.38800
629.677,4.36300
630.011,1.73800
630.344,3.12800
630.678,2.94800
631.011,2.47300
631.344,3.54800
631.677,3.04800
632.010,2.76300
632.343,3.29800
632.677,3.99800
633.010,2.67300
633.342,1.12300
633.675,2.94300
634.008,2.57300
634.341,2.28300
634.674,1.81300
635.007,3.36800
635.339,3.66800
635.672,3.15300
636.005,2.20300
636.337,2.56800
636.670,2.63800
637.002,3.96800
637.334,3.22300
637.667,2.18300
637.999,1.45300
638.331,2.08800
638.664,2.21300
638.996,2.34300
639.328,2.27800
639.660,2.47800
639.992,3.88800
640.324,5.18800
640.656,2.84300
640.988,3.15800
641.320,1.49800
641.652,1.98800
641.983,2.27800
642.315,2.39300
642.647,4.06800
642.978,2.13300
643.310,3.04300
643.641,3.54300
643.973,3.48800
644.304,3.38300
644.636,2.23800
644.967,2.68800
645.298,3.68800
645.630,5.13800
645.961,4.76800
646.292,3.09300
646.623,3.42300
646.954,5.96300
647.285,4.06300
647.616,10.88050
647.947,14.58400
648.278,3.16300
648.609,2.36800
648.940,3.16300
649.270,2.01800
649.601,2.79800
649.932,3.44300
650.262,3.29300
650.593,4.11800
650.923,5.41300
651.254,4.69800
651.584,3.95800
651.915,3.56300
652.245,5.49300
652.575,5.49300
652.905,13.67800
653.236,6.04800
653.566,3.56300
653.896,6.04800
654.226,6.68800
654.556,5.61800
654.886,5.74300
655.216,7.60300
655.546,6.54300
655.875,6.56800
656.205,5.81300
656.535,7.71300
656.865,7.61300
657.194,8.01800
657.524,7.48800
657.853,6.66800
658.183,7.28800
658.512,9.37800
658.842,8.91800
659.171,10.17300
659.500,8.41300
659.830,9.00300
660.159,10.82300
660.488,11.29300
660.817,12.43800
661.146,10.45800
661.475,10.72800
661.804,19.00500
662.133,22.38000
662.462,19.00500
662.791,11.04800
663.120,10.92300
663.448,12.80300
663.777,13.96300
664.106,16.91800
664.434,16.27300
664.763,19.61800
665.091,17.21300
665.420,19.08800
665.748,22.08800
666.077,22.75800
666.405,30.62300
666.733,32.54300
667.062,34.37800
667.390,40.08300
667.718,51.30300
668.046,60.42300
668.374,91.68800
