obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	J_i	J_k	Type	tp_ref	line_ref	
"395.70181"	"395.701788"	"6800"	"1.67e+07"	B+	"3.26570610"	"6.39809335"	"2"	"3"		"T5720"	"L11631"	
"396.02789"	"396.027858"	"1000"	"4.10e+06"	C+	"3.63977237"	"6.76958063"	"2"	"3"		"T5720"	"L11631"	
"396.11400"	"396.113928"	"1050"	"2.6e+06"	E	"2.85805275"	"5.98718095"	"0"	"1"		"T2578n"	"L11631"	
"396.23517"	"396.235134"	"407"	"1.2e+06"	E	"3.26570610"	"6.39387714"	"2"	"3"		"T2578n"	"L11631"	
"396.31002"	"396.310030"	"5500"	"1.5e+07"	D+	"3.28302483"	"6.41060472"	"1"	"2"		"T2491n"	"L11631"	
"396.3432"	"396.342978"	"200"	""		"3.27398440"	"6.40130429"	"1"	"2"		""	"L11631"	
"396.45150"	"396.451526"	"1660"	"2.17e+06"	C+	"2.84504259"	"5.97150625"	"1"	"2"		"T5720"	"L11631"	
"396.55086"	"396.550868"	"1150"	"7.85e+05"	C	"3.24096914"	"6.36664959"	"3"	"4"		"T5720"	"L11631"	
"396.5915"	"396.59152"	"324"	""		"4.20888328"	"7.3342434"	"2"	"1"		""	"L11631"	
"396.60614"	"396.606119"	"19500"	"1.32e+06"	B+	"1.60789577"	"4.73314079"	"2"	"3"		"T5720"	"L11631"	
"396.64992"	"396.649913"	"2630"	""		"3.29183986"	"6.41673983"	"0"	"1"		""	"L11631"	
"396.68097"	"396.681077"	"930"	"6.81e+05"	C	"3.30092244"	"6.42557692"	"2"	"3"		"T5720"	"L11631"	
"396.74204"	"396.742064"	"14800"	"1.52e+07"	B	"3.30140276"	"6.42557692"	"4"	"3"		"T5720"	"L11631"	
"396.79611"	"396.796109"	"3720"	"6.09e+06"	B+	"3.24096914"	"6.36471779"	"3"	"4"		"T5720"	"L11631"	
"396.92570"	"396.925691"	"427000"	"2.26e+07"	B+	"1.48486439"	"4.60759327"	"4"	"3"		"T5720"	"L11631"	
"396.96274"	"396.96276"	"3240"	""		"3.25148176"	"6.37391903"	"3"	"4"		""	"L11631"	
"397.02605"	"397.02611"	"1620"	""		"3.54652001"	"6.66845912"	"2"	"3"		""	"L11631"	
"397.03888"	"397.03889"	"5400"	"3.9e+07"	E	"3.07133880"	"6.19317735"	"1"	"0"		"T2578n"	"L11631"	
"397.13224"	"397.132205"	"13500"	"4.97e+06"	B	"2.69240763"	"5.81351269"	"5"	"4"		"T5720"	"L11631"	
"397.2915"	"397.29115"	"355"	""		"3.57321890"	"6.6930753"	"5"	"5"		""	"L11631"	
"397.36490"	"397.36493"	"2400"	"5.81e+06"	B	"3.54652001"	"6.66579718"	"2"	"3"		"T5720"	"L11631"	
"397.4256"	"397.42515"	"219"	""		"4.15435379"	"7.2731583"	"3"	"4"		""	"L11631"	
"397.43805"	"397.438009"	"500"	"8.2e+05"	E	"3.24096914"	"6.35967275"	"3"	"3"		"T2578n"	"L11631"	
"397.47573"	"397.47593"	"720"	"3.44e+05"	C+	"2.22271209"	"5.34111814"	"1"	"1"		"T5720"	"L11631"	
"397.52053"	"397.520300"	"490"	"1.2e+05"	D	"2.46883473"	"5.58689276"	"2"	"3"		"T2578n"	"L11631"	
"397.58410"	"397.58420"	"363"	""		"3.54652001"	"6.66407690"	"2"	"2"		""	"L11631"	
"397.6385"	"397.638461"	"1100bl"	"3.98e+05"	C	"3.01725044"	"6.13438193"	"2"	"3"		"T5720"	"L11631"	
"397.65460"	"397.654579"	"680"	""		"3.25148176"	"6.36848691"	"3"	"3"		""	"L11631"	
"397.6613"	"397.661301"	"3800bl"	"1.20e+07"	C+	"3.41489715"	"6.53184961"	"1"	"2"		"T5720"	"L11631"	
"397.6861"	"397.685932"	"3020bl*"	""		"3.01762252"	"6.13438193"	"3"	"3"		""	"L11631"	
"397.6861"	"397.686232"	"3020bl*"	""		"3.30092244"	"6.41767950"	"2"	"2"		""	"L11631"	
"397.77407"	"397.77407"	"38000"	"6.41e+06"	B	"2.19786640"	"5.31393522"	"2"	"2"		"T5720"	"L11631"	
"397.8456"	"397.845749"	"229"	""		"2.83159117"	"5.94709859"	"2"	"3"		""	"L11631"	
"398.17708"	"398.177060"	"17400"	"3.57e+06"	B	"2.72754450"	"5.84045966"	"4"	"4"		"T5720"	"L11631"	
"398.39561"	"398.395594"	"18200"	"5.72e+06"	B	"2.72754450"	"5.83875215"	"4"	"3"		"T5720"	"L11631"	
"398.4934"	"398.49343"	"282"	""		"3.28302483"	"6.39346861"	"1"	"1"		""	"L11631"	
"398.53157"	"398.531577"	"417"	""		"2.55917148"	"5.66931758"	"4"	"5"		""	"L11631"	
"398.53870"	"398.538695"	"2630"	"8.53e+06"	B	"3.30092244"	"6.41101300"	"2"	"2"		"T5720"	"L11631"	
"398.61714"	"398.617150"	"7400"	""		"3.25148176"	"6.36096020"	"3"	"4"		""	"L11631"	
"398.98569"	"398.985748"	"1350"	"5.3e+06"	D	"3.54652001"	"6.65312587"	"2"	"3"		"T2578n"	"L11631"	
"399.03731"	"399.037300"	"2340"	"1.43e+06"	B	"3.04686890"	"6.15307342"	"4"	"4"		"T5720"	"L11631"	
"399.3617"	"399.36152"	"680"	""		"4.20888328"	"7.31256608"	"2"	"2"		""	"L11631"	
"399.41129"	"399.41127"	"2140"	"9.22e+05"	C+	"3.04686890"	"6.15016512"	"4"	"5"		"T5720"	"L11631"	
"399.52044"	"399.52042"	"331"	""		"4.10337372"	"7.2058221"	"4"	"4"		""	"L11631"	
"399.5861"	"399.58613"	"257"	""		"4.20888328"	"7.3108215"	"2"	"1"		""	"L11631"	
"399.59833"	"399.598289"	"3630"	"1.60e+06"	B	"2.72754450"	"5.82938837"	"4"	"3"		"T5720"	"L11631"	
"399.69636"	"399.69635"	"2240"	"7.95e+06"	C+	"3.69459719"	"6.7956800"	"4"	"4"		"T5720"	"L11631"	
"399.73919"	"399.739170"	"76000"	"1.26e+07"	B+	"2.72754450"	"5.82829520"	"4"	"5"		"T5720"	"L11631"	
"399.74835"	"399.748313"	"710"	""		"3.24096914"	"6.34164892"	"3"	"3"		""	"L11631"	
"399.80525"	"399.805211"	"17400"	"5.70e+06"	B	"2.69240763"	"5.79264615"	"5"	"4"		"T5720"	"L11631"	
"400.0252"	"400.025248"	"457bl"	"2.2e+06"	E	"3.26570610"	"6.36423934"	"2"	"2"		"T2578n"	"L11631"	
"400.04570"	"400.045722"	"1480"	"1.01e+06"	C+	"2.99035244"	"6.08872711"	"4"	"4"		"T5720"	"L11631"	
"400.16615"	"400.166094"	"4470"	"7.47e+05"	C+	"2.17594512"	"5.27338780"	"3"	"3"		"T5720"	"L11631"	
"400.26606"	"400.26607"	"407"	""		"3.25148176"	"6.34815078"	"3"	"2"		""	"L11631"	
"400.37616"	"400.37614"	"760"	"6.76e+06"	C	"3.41489715"	"6.51071489"	"1"	"1"		"T5720"	"L11631"	
"400.48272"	"400.48270"	"3470"	""		"3.23672008"	"6.33171407"	"6"	"5"		""	"L11631"	
"400.49782"	"400.49780"	"930"	""		"3.01725044"	"6.11212776"	"2"	"1"		""	"L11631"	
"400.52417"	"400.524148"	"209000"	"2.04e+07"	A	"1.55735733"	"4.65203107"	"3"	"2"		"T3831"	"L11631"	
"400.53858"	"400.538478"	"309"	""		"2.42419831"	"5.51876133"	"1"	"2"		""	"L11631"	
"400.5482"	"400.54800"	"650bl"	""		"2.58810592"	"5.68259542"	"3"	"4"		""	"L11631"	
"400.61574"	"400.615684"	"186"	""		"3.26570610"	"6.35967275"	"2"	"3"		""	"L11631"	
"400.63105"	"400.631097"	"4790"	"5.1e+06"	D	"3.26711257"	"6.36096020"	"5"	"4"		"T2578n"	"L11631"	
"400.66240"	"400.66241"	"2820"	"5.89e+06"	B	"3.11096179"	"6.20456765"	"0"	"1"		"T5720"	"L11631"	
"400.72718"	"400.727179"	"6600"	"4.40e+06"	B	"2.75857762"	"5.85168345"	"3"	"2"		"T5720"	"L11631"	
"400.9542"	"400.954312"	"89bl"	""		"3.21118938"	"6.30254306"	"4"	"5"		""	"L11631"	
"400.97125"	"400.97125"	"20900"	"4.64e+06"	B	"2.22271209"	"5.31393522"	"1"	"2"		"T5720"	"L11631"	
"401.01761"	"401.017377"	"120"	"7.9e+05"	E	"3.64164057"	"6.73250811"	"3"	"4"		"T2578n"	"L11631"	
"401.0748"	"401.07462"	"437"	""		"2.60850194"	"5.69892835"	"2"	"2"		""	"L11631"	
"401.14072"	"401.140701"	"1000"	"2.26e+05"	B	"2.55917148"	"5.64908881"	"4"	"3"		"T5720"	"L11631"	
"401.17110"	"401.171125"	"257"	"1.1e+05"	D	"2.44955978"	"5.53924278"	"3"	"4"		"T2578n"	"L11631"	
"401.21488"	"401.21492"	"309"	""		"3.23672008"	"6.32606584"	"6"	"6"		""	"L11631"	
"401.36392"	"401.363855"	"347"	""		"3.21118938"	"6.29938878"	"4"	"4"		""	"L11631"	
"401.37815"	"401.378165"	"810"	"4.19e+05"	C	"3.01725044"	"6.10533975"	"2"	"3"		"T5720"	"L11631"	
"401.38246"	"401.382435"	"2340"	""		"3.01725044"	"6.10530689"	"2"	"2"		""	"L11631"	
"401.42649"	"401.426533"	"324"	""		"3.01762252"	"6.10533975"	"3"	"3"		""	"L11631"	
"401.45306"	"401.453083"	"29500"	"1.53e+07"	C+	"3.04686890"	"6.13438193"	"4"	"3"		"T5720"	"L11631"	
"401.4878"	"401.48799"	"219bl"	""		"3.88160368"	"6.96884828"	"4"	"4"		""	"L11631"	
"401.5606"	"401.56053"	"620bl"	""		"4.17769679"	"7.26438371"	"5"	"5"		""	"L11631"	
"401.64191"	"401.641920"	"710"	""		"3.28302483"	"6.36908625"	"1"	"2"		""	"L11631"	
"401.70832"	"401.708236"	"680"	"8.42e+05"	C	"2.75857762"	"5.84412959"	"3"	"2"		"T5720"	"L11631"	
"401.71483"	"401.714822"	"3800"	"3.25e+06"	B+	"3.04686890"	"6.13237029"	"4"	"5"		"T5720"	"L11631"	
"401.74616"	"401.74630"	"389"	""		"4.20888328"	"7.2941429"	"2"	"3"		""	"L11631"	
"401.82673"	"401.826688"	"1410"	"3.44e+06"	B	"3.26570610"	"6.35034852"	"2"	"3"		"T5720"	"L11631"	
"401.90417"	"401.90437"	"204"	"1.1e+05"	E	"2.60850194"	"5.6925481"	"2"	"3"		"T2578n"	"L11631"	
"402.0483"	"402.048342"	"363"	"8.2e+05"	E	"3.64164057"	"6.72458242"	"3"	"4"		"T2578n"	"L11631"	
"402.16025"	"402.160281"	"89"	""		"2.42419831"	"5.50628207"	"1"	"1"		""	"L11631"	
"402.1866"	"402.186604"	"37200bl"	"8.55e+06"	B	"2.75857762"	"5.84045966"	"3"	"4"		"T5720"	"L11631"	
"402.22124"	"402.221217"	"269"	""		"2.83159117"	"5.91320801"	"2"	"3"		""	"L11631"	
"402.2735"	"402.273738"	"437bl*"	""		"3.28302483"	"6.36423934"	"1"	"2"		""	"L11631"	
"402.2735"	"402.273932"	"437bl*"	""		"3.25148176"	"6.33269478"	"3"	"4"		""	"L11631"	
"402.40960"	"402.409563"	"780"	"1.07e+05"	C	"2.75857762"	"5.83875215"	"3"	"3"		"T5720"	"L11631"	
"402.47248"	"402.472471"	"5100"	"8.09e+06"	B	"3.24096914"	"6.32066224"	"3"	"4"		"T5720"	"L11631"	
"402.96290"	"402.963187"	"1660"	""		"3.26570610"	"6.34164892"	"2"	"3"		""	"L11631"	
"403.01846"	"403.018404"	"1200"	"2.85e+05"	C+	"2.19786640"	"5.27338780"	"2"	"3"		"T5720"	"L11631"	
"403.04883"	"403.048821"	"7900"	"1.04e+07"	B	"3.21118938"	"6.28647868"	"4"	"5"		"T5720"	"L11631"	
"403.08902"	"403.088913"	"479"	"5.02e+06"	C+	"3.69459719"	"6.76958063"	"4"	"3"		"T5720"	"L11631"	
"403.12400"	"403.123974"	"170"	""		"3.01725044"	"6.09196644"	"2"	"3"		""	"L11631"	
"403.17277"	"403.172764"	"263"	""		"3.01762252"	"6.09196644"	"3"	"3"		""	"L11631"	
"403.19604"	"403.19605"	"5800"	"7.6e+06"	D+	"3.27398440"	"6.34815078"	"1"	"2"		"T2491n"	"L11631"	
"403.24556"	"403.24541"	"447"	""		"4.26045326"	"7.3342434"	"1"	"1"		""	"L11631"	
"403.26272"	"403.262684"	"2000"	"2.46e+05"	D+	"1.48486439"	"4.55852281"	"4"	"3"		"T5720"	"L11631"	
"403.31861"	"403.318569"	"660"	"8.40e+04"	C+	"2.55917148"	"5.63240401"	"4"	"4"		"T5720"	"L11631"	
"403.55941"	"403.5594"	"191"	""		"4.22036211"	"7.291761"	"4"	"5"		""	"L11631"	
"403.6366"	"403.636651"	"219"	"9.6e+04"	E	"2.75857762"	"5.82938837"	"3"	"3"		"T2578n"	"L11631"	
"403.87896"	"403.878924"	"457"	""		"3.54652001"	"6.61548873"	"2"	"3"		""	"L11631"	
"403.9938"	"403.993810"	"219"	""		"2.72754450"	"5.79564049"	"4"	"3"		""	"L11631"	
"404.06379"	"404.063812"	"2880"	"4.8e+06"	D+	"3.30092244"	"6.36848691"	"2"	"3"		"T2491n"	"L11631"	
"404.1271"	"404.127091"	"910bl*"	""		"3.30140276"	"6.36848691"	"4"	"3"		""	"L11631"	
"404.1271"	"404.127843"	"910bl*"	""		"3.30092244"	"6.36800089"	"2"	"3"		""	"L11631"	
"404.16489"	"404.16488"	"195"	""		"4.20888328"	"7.2756807"	"2"	"3"		""	"L11631"	
""	"404.388486"	"m"	""		"2.72754450"	"5.79264615"	"4"	"4"		""	"L11631"	
"404.38964"	"404.389713"	"2690"	"8.69e+06"	D+	"3.24096914"	"6.30606149"	"3"	"3"		"T5720"	"L11631"	
"404.39767"	"404.397712"	"660"	""		"3.24096914"	"6.30600086"	"3"	"2"		""	"L11631"	
"404.44906"	"404.44920"	"166"	""		"4.10337372"	"7.16801526"	"4"	"3"		""	"L11631"	
"404.45444"	"404.45449"	"398"	""		"3.26711257"	"6.33171407"	"5"	"5"		""	"L11631"	
"404.46089"	"404.460883"	"6800"	"8.17e+06"	B	"2.83159117"	"5.89614419"	"2"	"1"		"T5720"	"L11631"	
"404.51116"	"404.51122"	"510"	""		"4.26045326"	"7.3246249"	"1"	"1"		""	"L11631"	
"404.55936"	"404.559336"	"3470"	"7.39e+06"	C	"3.21118938"	"6.27499663"	"4"	"3"		"T5720"	"L11631"	
"404.58122"	"404.581193"	"1000000"	"8.62e+07"	A	"1.48486439"	"4.54850612"	"4"	"4"		"T3831"	"L11631"	
"404.60620"	"404.606181"	"1620"	"6.85e+06"	C+	"3.26570610"	"6.32915863"	"2"	"1"		"T5720"	"L11631"	
"404.73037"	"404.73025"	"288"	"2.15e+05"	C	"2.27860466"	"5.34111814"	"2"	"1"		"T5720"	"L11631"	
"404.93267"	"404.932629"	"1410"	"2.11e+05"	B	"2.58810592"	"5.64908881"	"3"	"3"		"T5720"	"L11631"	
"405.06739"	"405.06732"	"229"	""		"4.19086081"	"7.2508259"	"2"	"3"		""	"L11631"	
"405.19051"	"405.190535"	"870"	"3.3e+06"	D	"3.39650880"	"6.45554341"	"3"	"2"		"T2578n"	"L11631"	
"405.20130"	"405.20131"	"295"	""		"3.26711257"	"6.32606584"	"5"	"6"		""	"L11631"	
"405.22952"	"405.229296"	"479"	""		"3.36825640"	"6.42699840"	"4"	"3"		""	"L11631"	
"405.24404"	"405.243900"	"324"	""		"3.28302483"	"6.34165661"	"1"	"2"		""	"L11631"	
"405.26528"	"405.265223"	"407"	""		"3.04686890"	"6.10533975"	"4"	"3"		""	"L11631"	
"405.27224"	"405.272009"	"186"	""		"3.24096914"	"6.29938878"	"3"	"4"		""	"L11631"	
"405.41768"	"405.417774"	"257"	"7.7e+05"	D	"3.26570610"	"6.32302612"	"2"	"2"		"T2578n"	"L11631"	
"405.48053"	"405.480541"	"1660"	""		"3.39650880"	"6.45335558"	"3"	"2"		""	"L11631"	
"405.48666"	"405.486626"	"1320"	"9.61e+06"	B	"3.41695281"	"6.47375371"	"2"	"1"		"T6110"	"L11631"	
"405.50352"	"405.503501"	"4790"	"4.43e+05"	B+	"2.55917148"	"5.61584517"	"4"	"5"		"T5720"	"L11631"	
"405.63446"	"405.63459"	"141"	""		"3.64164057"	"6.69732648"	"3"	"4"		""	"L11631"	
"405.73433"	"405.734287"	"1050"	"4.95e+05"	C	"2.75857762"	"5.81351269"	"3"	"4"		"T5720"	"L11631"	
"405.8217"	"405.821663"	"2240bl"	"4.47e+06"	C+	"3.21118938"	"6.26546671"	"4"	"3"		"T5720"	"L11631"	
"405.87537"	"405.875343"	"1230"	"6.52e+05"	C	"2.42419831"	"5.47807170"	"1"	"2"		"T5720"	"L11631"	
"405.97133"	"405.97130"	"980"	"5.71e+06"	C+	"3.54652001"	"6.59967157"	"2"	"1"		"T5720"	"L11631"	
"406.10963"	"406.10947"	"191"	""		"4.26045326"	"7.31256608"	"1"	"2"		""	"L11631"	
"406.19543"	"406.19524"	"245"	""		"4.15435379"	"7.2058221"	"3"	"4"		""	"L11631"	
"406.24406"	"406.244071"	"15100"	"1.85e+07"	C+	"2.84504259"	"5.89614419"	"1"	"1"		"T5720"	"L11631"	
"406.32754"	"406.327571"	"4070"	""		"3.36825640"	"6.41873101"	"4"	"3"		""	"L11631"	
"406.34166"	"406.34174"	"200"	""		"4.26045326"	"7.3108215"	"1"	"1"		""	"L11631"	
"406.35939"	"406.359365"	"830000"	"6.65e+07"	B+	"1.55735733"	"4.60759327"	"3"	"3"		"T5720"	"L11631"	
"406.44490"	"406.444945"	"550"	""		"1.55735733"	"4.60695104"	"3"	"2"		""	"L11631"	
"406.53809"	"406.538067"	"930"	"1.7e+07"	D+	"3.43018998"	"6.47908516"	"1"	"0"		"T2491n"	"L11631"	
"406.65850"	"406.658491"	"2450"	"1.17e+06"	B	"2.99035244"	"6.03834476"	"4"	"4"		"T5720"	"L11631"	
"406.69739"	"406.697402"	"13800"	""		"2.83159117"	"5.87929188"	"2"	"2"		""	"L11631"	
"406.72709"	"406.727070"	"8300"	"2.19e+06"	B	"2.55917148"	"5.60664989"	"4"	"3"		"T4293"	"L11631"	
"406.74869"	"406.748716"	"145"	""		"2.94879294"	"5.99610917"	"5"	"4"		""	"L11631"	
"406.79775"	"406.797774"	"10500"	"1.51e+07"	B	"3.21118938"	"6.25813812"	"4"	"4"		"T5720"	"L11631"	
"406.9067"	"406.906609"	"195"	"1.9e+06"	D	"3.28302483"	"6.32915863"	"1"	"1"		"T2578n"	"L11631"	
"407.07705"	"407.077024"	"5000"	"1.1e+07"	D+	"3.24096914"	"6.28582776"	"3"	"2"		"T2491n"	"L11631"	
"407.15198"	"407.151979"	"3470"	"4.28e+05"	B+	"2.58810592"	"5.63240401"	"3"	"4"		"T5720"	"L11631"	
"407.17377"	"407.173752"	"710000"	"7.64e+07"	A	"1.60789577"	"4.65203107"	"2"	"2"		"T3831"	"L11631"	
"407.25021"	"407.250219"	"780"	"4.88e+06"	B	"3.43018998"	"6.47375371"	"1"	"1"		"T6110"	"L11631"	
"407.37620"	"407.376195"	"3550"	"1.68e+07"	B	"3.26570610"	"6.30832866"	"2"	"1"		"T5720"	"L11631"	
"407.4786"	"407.478563"	"7200bl"	"3.43e+06"	C+	"3.04686890"	"6.08872711"	"4"	"4"		"T5720"	"L11631"	
"407.62177"	"407.62185"	"890"	"1.4e+06"	E	"3.07133880"	"6.11212776"	"1"	"1"		"T2578n"	"L11631"	
"407.64895"	"407.648942"	"2950"	"4.43e+05"	B	"2.60850194"	"5.64908881"	"2"	"3"		"T5720"	"L11631"	
"407.66288"	"407.662889"	"11200"	"1.32e+07"	B	"3.21118938"	"6.25167222"	"4"	"4"		"T5720"	"L11631"	
"407.67997"	"407.679979"	"1260"	"3.81e+06"	D+	"3.26570610"	"6.30606149"	"2"	"3"		"T5720"	"L11631"	
"407.68808"	"407.688109"	"195"	""		"3.26570610"	"6.30600086"	"2"	"2"		""	"L11631"	
"407.83536"	"407.835319"	"5400"	"4.55e+06"	B+	"2.60850194"	"5.64769932"	"2"	"1"		"T5720"	"L11631"	
"407.91678"	"407.916762"	"540"	"5.4e+06"	E	"3.41695281"	"6.45554341"	"2"	"2"		"T2578n"	"L11631"	
"407.98377"	"407.983784"	"4570"	"5.83e+06"	B	"2.85805275"	"5.89614419"	"0"	"1"		"T5720"	"L11631"	
"408.02089"	"408.02090"	"1820"	"2.3e+07"	D	"3.28302483"	"6.32083991"	"1"	"0"		"T2491n"	"L11631"	
"408.08766"	"408.087574"	"398"	"2.3e+06"	D	"3.29183986"	"6.32915863"	"0"	"1"		"T2578n"	"L11631"	
"408.12673"	"408.12663"	"151"	""		"4.21758325"	"7.2546114"	"1"	"2"		""	"L11631"	
"408.21076"	"408.210685"	"720"	"2.5e+06"	D	"3.41695281"	"6.45335558"	"2"	"2"		"T2578n"	"L11631"	
"408.24243"	"408.24252"	"347"	"4.0e+06"	E	"3.63521992"	"6.67138589"	"1"	"1"		"T2578n"	"L11631"	
"408.35489"	"408.35489"	"1020"	"1.84e+05"	C	"2.27860466"	"5.31393522"	"2"	"2"		"T5720"	"L11631"	
"408.37629"	"408.376288"	"810"	""		"3.41695281"	"6.45212430"	"2"	"1"		""	"L11631"	
"408.44913"	"408.449152"	"7100"	"8.66e+06"	C+	"3.33201954"	"6.36664959"	"5"	"4"		"T5720"	"L11631"	
"408.50038"	"408.500408"	"7800"	"4.7e+06"	D	"2.84504259"	"5.87929188"	"1"	"2"		"T2578n"	"L11631"	
"408.52480"	"408.524747"	"363"	""		"2.75857762"	"5.79264615"	"3"	"4"		""	"L11631"	
"408.53028"	"408.530273"	"5000"	"8.92e+06"	C+	"3.24096914"	"6.27499663"	"3"	"3"		"T5720"	"L11631"	
"408.5984"	"408.59820"	"331"	"5.1e+06"	E	"4.15435379"	"7.1878769"	"3"	"2"		"T2578n"	"L11631"	
"408.70936"	"408.709336"	"1050"	"1.9e+06"	D	"3.33201954"	"6.36471779"	"5"	"4"		"T2491n"	"L11631"	
"408.8204"	"408.81998"	"30"	""		"4.47327202"	"7.5051495"	"3"	"2"		""	"L11631"	
"408.85565"	"408.85558"	"560"	"4.2e+06"	D	"3.63977237"	"6.67138589"	"2"	"1"		"T2578n"	"L11631"	
"408.92166"	"408.921655"	"2290"	"3.45e+05"	C+	"2.94879294"	"5.97991659"	"5"	"5"		"T5720"	"L11631"	
"409.00724"	"409.007214"	"398"	"1.0e+06"	D	"3.39650880"	"6.42699840"	"3"	"3"		"T2578n"	"L11631"	
"409.09533"	"409.095319"	"468"	"1.1e+06"	D	"3.36825640"	"6.39809335"	"4"	"3"		"T2578n"	"L11631"	
"409.15528"	"409.155244"	"690"	"1.14e+06"	B	"2.83159117"	"5.86098438"	"2"	"1"		"T6110"	"L11631"	
"409.22767"	"409.22768"	"540"	""		"3.63521992"	"6.66407690"	"1"	"2"		""	"L11631"	
"409.25057"	"409.25068"	"309"	""		"3.63977237"	"6.66845912"	"2"	"3"		""	"L11631"	
"409.59705"	"409.597024"	"5600"	"2.65e+06"	B+	"2.58810592"	"5.61423177"	"3"	"2"		"T5720"	"L11631"	
"409.61069"	"409.61070"	"760"	""		"3.63977237"	"6.66579718"	"2"	"3"		""	"L11631"	
"409.62100"	"409.620856"	"468"	""		"0.95815732"	"3.98410712"	"3"	"2"		""	"L11631"	
"409.6690"	"409.66917"	"100"	""		"3.63521992"	"6.66081289"	"1"	"2"		""	"L11631"	
"409.6950"	"409.694921"	"209"	""		"2.43269470"	"5.45809748"	"5"	"4"		""	"L11631"	
"409.7017"	"409.701603"	"141"	""		"3.43018998"	"6.45554341"	"1"	"2"		""	"L11631"	
"409.70831"	"409.708319"	"500"	"2.9e+06"	E	"3.28302483"	"6.30832866"	"1"	"1"		"T2578n"	"L11631"	
"409.81755"	"409.817542"	"3800"	"7.49e+06"	B	"3.24096914"	"6.26546671"	"3"	"3"		"T5720"	"L11631"	
"410.0347"	"410.03476"	"240"	""		"4.25622280"	"7.2791181"	"3"	"3"		""	"L11631"	
"410.07376"	"410.073752"	"10000"	"2.92e+04"	A	"0.85899575"	"3.88160368"	"5"	"4"		"T3548"	"L11631"	
"410.12608"	"410.126090"	"1150"	"2.6e+06"	D	"3.39650880"	"6.41873101"	"3"	"3"		"T2491n"	"L11631"	
"410.1652"	"410.165162"	"234"	""		"3.43018998"	"6.45212430"	"1"	"1"		""	"L11631"	
"410.1685"	"410.16853"	"214"	"3.9e+05"	E	"2.48437256"	"5.50628207"	"0"	"1"		"T2578n"	"L11631"	
"410.3613"	"410.36106"	"89"	""		"3.25148176"	"6.27197352"	"3"	"3"		""	"L11631"	
"410.41133"	"410.411344"	"1700"	""		"3.26570610"	"6.28582776"	"2"	"2"		""	"L11631"	
"410.41536"	"410.415337"	"580"	""		"2.83159117"	"5.85168345"	"2"	"2"		""	"L11631"	
"410.4460"	"410.44601"	"204"	""		"2.99035244"	"6.01021907"	"4"	"3"		""	"L11631"	
"410.4940"	"410.494274"	"158"	"2.6e+05"	D	"3.33201954"	"6.35153108"	"5"	"5"		"T2578n"	"L11631"	
"410.62585"	"410.625858"	"930"	"3.3e+05"	E	"2.58810592"	"5.60664989"	"3"	"3"		"T2578n"	"L11631"	
"410.64226"	"410.642219"	"930"	"2.52e+06"	C+	"3.39650880"	"6.41493251"	"3"	"2"		"T5720"	"L11631"	
"410.74881"	"410.748817"	"14500"	"1.74e+07"	B	"2.83159117"	"5.84923154"	"2"	"1"		"T5720"	"L11631"	
"410.8133"	"410.812992"	"158"	"3.5e+05"	E	"3.24096914"	"6.25813812"	"3"	"4"		"T2578n"	"L11631"	
"410.90558"	"410.905627"	"950"	"3.62e+06"	C	"3.29183986"	"6.30832866"	"0"	"1"		"T5720"	"L11631"	
"410.98015"	"410.980156"	"11500"	"1.51e+07"	B	"2.84504259"	"5.86098438"	"1"	"1"		"T5720"	"L11631"	
"411.23182"	"411.231852"	"580"	"1.5e+06"	D	"3.39650880"	"6.41060472"	"3"	"2"		"T2578n"	"L11631"	
"411.2912"	"411.29114"	"120"	""		"4.15435379"	"7.16801526"	"3"	"3"		""	"L11631"	
"411.29586"	"411.29584"	"1120"	"1.1e+07"	D	"4.17769679"	"7.19132379"	"5"	"6"		"T2491n"	"L11631"	
"411.44447"	"411.444464"	"5200"	"3.92e+06"	C+	"2.83159117"	"5.84412959"	"2"	"2"		"T5720"	"L11631"	
"411.49374"	"411.493764"	"740"	"1.57e+06"	C+	"3.36825640"	"6.38043390"	"4"	"4"		"T5720"	"L11631"	
"411.5136"	"411.513277"	"110"	""		"3.36825640"	"6.38029108"	"4"	"3"		""	"L11631"	
"411.78526"	"411.785216"	"389"	""		"3.41695281"	"6.42699840"	"2"	"3"		""	"L11631"	
"411.85447"	"411.85443"	"47900"	"4.96e+07"	B	"3.57321890"	"6.58275864"	"5"	"6"		"T5720"	"L11631"	
"411.88865"	"411.888540"	"282"	"1.9e+06"	E	"3.26570610"	"6.27499663"	"2"	"3"		"T2578n"	"L11631"	
"412.02062"	"412.020628"	"6500"	"1.93e+06"	B	"2.99035244"	"5.99867825"	"4"	"5"		"T5720"	"L11631"	
"412.18024"	"412.180229"	"5900"	"1.99e+06"	B	"2.83159117"	"5.83875215"	"2"	"3"		"T5720"	"L11631"	
"412.25152"	"412.251533"	"4790"	"3.23e+06"	B	"2.84504259"	"5.85168345"	"1"	"2"		"T5720"	"L11631"	
"412.37280"	"412.372797"	"3390"	"6.04e+05"	B	"2.99035244"	"5.99610917"	"4"	"4"		"T5720"	"L11631"	
"412.37658"	"412.376489"	"950"	""		"2.60850194"	"5.61423177"	"2"	"2"		""	"L11631"	
